full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,neo,pha,diameter,diameter_sigma
15292 (1991 VD2),3.095,0.1937,3.02,103.25,302.26,2.495,3.69,5.44,13495,0,2367,,,13.27,N,N,12.483,0.45
15305 (1992 WT1),2.761,0.2594,7.54,83.67,292.69,2.045,3.48,4.59,19215,0,2761,,,13.30,N,N,12.692,0.07
15314 (1993 FL34),3.448,0.0462,6.79,43.38,179.33,3.289,3.61,6.4,12163,0,2050,,,13.27,N,N,13.043,0.47
15373 (1996 WV1),3.967,0.1542,8.43,214.39,206.04,3.356,4.58,7.9,9291,0,1575,,,13.06,N,N,12.968,0.84
15376 Martak (1997 CT1),3.941,0.3100,2.90,256.32,101.82,2.719,5.16,7.82,15545,0,1808,,,12.70,N,N,18.026,0.17
15393 (1997 TR24),3.058,0.2220,2.04,192.92,265.31,2.379,3.74,5.35,26543,0,2118,,,13.79,N,N,13.473,0.07
15398 (1997 UZ23),5.133,0.0262,28.46,189.60,315.33,4.999,5.27,11.6,24754,0,2753,,,10.95,N,N,35.516,1.11
15410 (1997 YZ),3.11,0.0964,17.16,236.99,297.22,2.810,3.41,5.48,13117,0,3004,,,12.39,N,N,22.904,0.12
15412 Schaefer (1998 AU3),3.169,0.1999,2.89,99.37,294.22,2.536,3.80,5.64,15567,0,1956,,,13.75,N,N,10.533,0.11
15418 Sergiospinelli (1998 DU35),2.78,0.1603,9.44,151.21,117.07,2.335,3.23,4.64,23881,0,2655,,,13.78,N,N,14.482,2.78
15422 (1998 QP45),2.59,0.1686,12.25,191.50,340.42,2.153,3.03,4.17,25146,0,2805,,,13.44,N,N,11.562,0.09
15426 (1998 SW43),3.971,0.1640,5.25,239.49,134.87,3.320,4.62,7.91,26059,0,2026,,,12.98,N,N,14.142,0.53
15428 (1998 SV128),3.17,0.0067,9.14,34.32,268.44,3.149,3.19,5.64,26612,0,1977,,,13.38,N,N,16.269,1.77
15436 Dexius (1998 VU30),5.212,0.0455,16.26,253.43,179.75,4.975,5.45,11.9,21977,0,3402,,,9.15,N,N,87.646,0.77
15440 Eioneus (1998 WX4),5.294,0.0233,28.75,120.55,285.57,5.171,5.42,12.2,25990,0,2859,,,9.63,N,N,62.519,0.83
15445 (1998 XE),2.663,0.1789,13.12,84.16,336.45,2.187,3.14,4.35,24753,0,2241,,,13.68,N,N,12.170,0.10
15450 (1998 XV40),2.676,0.2047,8.05,51.34,269.23,2.128,3.22,4.38,14975,0,2541,,,13.68,N,N,12.072,0.05
15451 (1998 XK42),3.009,0.0565,11.22,77.43,177.85,2.839,3.18,5.22,13717,0,2753,,,12.63,N,N,10.956,0.11
15454 (1998 YB3),2.866,0.2094,14.21,290.05,294.69,2.266,3.47,4.85,15681,0,2707,,,13.04,N,N,15.826,0.07
15457 (1998 YN6),3.213,0.0755,22.95,125.19,33.73,2.971,3.46,5.76,10080,0,2634,,,12.66,N,N,18.903,0.09
15463 (1999 AT2),2.756,0.0955,8.18,92.32,285.71,2.493,3.02,4.58,15508,0,2166,,,13.92,N,N,10.241,0.20
15478 (1999 CZ2),3.147,0.1796,0.81,186.91,307.05,2.581,3.71,5.58,14786,0,2296,,,13.76,N,N,10.650,0.04
15482 (1999 CB21),3.127,0.1084,2.65,92.89,45.01,2.788,3.47,5.53,11231,0,2058,,,13.82,N,N,10.854,0.05
15483 (1999 CW25),3.229,0.0617,7.99,336.85,297.54,3.030,3.43,5.8,11850,0,1823,,,13.53,N,N,10.411,0.15
15485 (1999 CY53),3.128,0.1461,2.65,94.17,18.42,2.671,3.58,5.53,14785,0,1914,,,13.91,N,N,10.111,0.24
15487 (1999 CC63),3.18,0.1301,5.07,225.59,11.51,2.766,3.59,5.67,10325,0,2524,,,13.16,N,N,11.069,0.17
15488 (1999 CB75),3.168,0.0343,21.96,176.23,273.53,3.059,3.28,5.64,9440,0,2519,,,12.64,N,N,18.373,0.07
15489 (1999 CJ78),3.179,0.2112,7.81,189.03,207.41,2.508,3.85,5.67,15860,0,2622,,,12.95,N,N,15.116,0.20
15494 (1999 CX123),2.664,0.1340,15.11,45.80,310.02,2.307,3.02,4.35,23304,0,1982,,,13.88,N,N,11.456,0.06
15498 (1999 EQ4),3.02,0.0658,9.70,190.59,255.56,2.821,3.22,5.25,10954,0,3101,,,12.63,N,N,10.514,0.13
15502 (1999 NV27),5.122,0.0148,16.83,308.72,178.19,5.046,5.20,11.6,14906,0,2196,,,10.13,N,N,53.100,0.12
15505 (1999 RF56),3.951,0.1167,7.98,1.49,215.71,3.490,4.41,7.85,12280,0,2894,,,11.65,N,N,24.788,0.34
15514 (1999 VW24),3.152,0.0789,19.59,258.23,263.31,2.903,3.40,5.59,25312,0,3209,,,11.94,N,N,24.69,2.00
15515 (1999 VN80),2.881,0.2395,5.25,197.35,86.33,2.191,3.57,4.89,12461,0,2005,,,14.17,N,N,10.490,0.32
15518 (1999 VY153),2.794,0.1617,8.73,79.41,99.48,2.343,3.25,4.67,16688,0,2653,,,13.41,N,N,10.577,0.55
15519 (1999 XW),3.216,0.1058,13.00,80.44,325.17,2.876,3.56,5.77,26576,0,2530,,,12.73,N,N,16.342,0.17
15521 (1999 XH133),5.246,0.0699,10.68,10.40,170.42,4.879,5.61,12,24744,0,1730,,,11.34,N,N,27.941,1.15
15527 (1999 YY2),5.215,0.1542,21.27,173.75,169.07,4.411,6.02,11.9,24756,0,2592,,,10.95,N,N,36.433,0.47
15529 (2000 AA80),5.264,0.0249,5.08,169.53,86.79,5.133,5.40,12.1,25574,0,2007,,,11.59,N,N,16.432,1.33
15532 (2000 AP126),3.14,0.0248,11.63,297.05,347.81,3.062,3.22,5.56,33322,0,2969,,,12.72,N,N,19.248,0.11
15534 (2000 AQ164),3.041,0.1509,7.82,264.30,310.13,2.583,3.50,5.3,26582,0,2292,,,13.28,N,N,13.167,0.06
15535 (2000 AT177),5.185,0.0856,13.18,155.10,302.32,4.741,5.63,11.8,15650,0,2922,,,10.69,N,N,39.767,0.46
15536 (2000 AG191),5.208,0.1445,14.66,192.67,259.09,4.456,5.96,11.9,24751,0,2029,,,11.39,N,N,28.974,0.66
15539 (2000 CN3),5.262,0.0457,27.94,108.67,335.46,5.022,5.50,12.1,25466,0,2755,,,10.50,N,N,42.208,2.66
15540 (2000 CF18),3.98,0.1092,16.97,142.46,78.51,3.546,4.41,7.94,25074,0,2176,,,12.30,N,N,19.528,0.31
15541 (2000 CN63),3.147,0.1264,18.39,333.75,137.79,2.749,3.54,5.58,15062,0,2424,,,13.28,N,N,13.018,0.09
15545 (2000 EK46),3.973,0.1763,2.18,348.25,120.96,3.273,4.67,7.92,14200,0,1853,,,13.25,N,N,15.559,0.74
15562 (2000 GF48),3.149,0.1957,11.58,24.03,217.62,2.533,3.77,5.59,13468,0,4297,,,12.29,N,N,29.594,0.22
15580 (2000 GE71),2.624,0.0489,7.39,208.07,269.22,2.496,2.75,4.25,16837,0,3180,,,13.29,N,N,11.028,0.10
15601 (2000 GZ106),3.198,0.1754,11.45,52.55,85.53,2.637,3.76,5.72,13201,0,2133,,,13.25,N,N,12.208,0.23
15602 (2000 GA108),2.778,0.0236,4.70,160.43,311.33,2.713,2.84,4.63,22769,0,2772,,,13.56,N,N,12.625,0.11
15611 (2000 GD127),2.768,0.1616,8.19,159.32,107.35,2.321,3.22,4.61,12015,0,2193,,,13.91,N,N,11.064,0.07
15615 (2000 HU1),3.972,0.2418,3.00,180.17,152.71,3.012,4.93,7.92,24275,0,2127,,,12.56,N,N,22.296,0.20
15616 (2000 HG10),3.177,0.1486,2.51,160.73,83.93,2.705,3.65,5.66,16498,0,2346,,,13.48,N,N,10.204,0.19
15621 Erikhovland (2000 HO20),2.632,0.1544,15.98,109.71,146.14,2.225,3.04,4.27,17333,0,4009,,,12.91,N,N,10.321,1.56
15626 (2000 HR50),3.956,0.1136,1.80,137.95,288.25,3.507,4.41,7.87,11199,0,2284,,,12.57,N,N,18.600,0.47
15636 (2000 JD31),3.167,0.1524,5.83,262.37,259.37,2.685,3.65,5.64,9028,0,2344,,,13.41,N,N,14.936,0.17
15637 (2000 JY53),3.175,0.0788,15.37,238.13,327.77,2.924,3.42,5.66,15424,0,2529,,,12.79,N,N,17.582,0.19
15638 (2000 JA65),3.993,0.1851,9.41,118.61,224.75,3.254,4.73,7.98,26603,0,2768,,,11.57,N,N,32.265,0.27
15651 Tlepolemos (9612 P-L),5.308,0.0420,2.96,45.32,29.94,5.085,5.53,12.2,25186,0,1888,,,11.51,N,N,24.341,0.35
15652 (1048 T-1),3.232,0.0814,22.37,192.51,267.51,2.969,3.50,5.81,18936,0,2889,,,12.82,N,N,15.841,0.18
15654 (1176 T-1),3.183,0.1004,6.10,188.53,19.19,2.863,3.50,5.68,18744,0,2251,,,13.49,N,N,12.565,0.10
15656 (3277 T-1),3.202,0.1227,0.53,175.64,136.84,2.809,3.59,5.73,18692,0,2396,,,13.51,N,N,10.306,0.31
15659 (2141 T-2),2.803,0.0532,5.14,9.38,324.06,2.654,2.95,4.69,18021,0,2237,,,13.93,N,N,12.502,0.10
15663 Periphas (4168 T-2),5.201,0.1057,33.88,12.08,24.37,4.652,5.75,11.9,18023,0,1986,,,10.88,N,N,36.200,0.26
15671 Suzannedebarbat (1977 EP6),3.964,0.1021,7.21,185.07,17.66,3.559,4.37,7.89,16756,0,2453,,,12.46,N,N,16.854,0.32
15675 Goloseevo (1978 SP5),2.775,0.1095,3.95,186.18,197.03,2.471,3.08,4.62,15948,0,3017,,,13.56,N,N,11.928,0.14
15677 (1980 TZ5),2.846,0.1532,13.34,12.94,1.70,2.410,3.28,4.8,17621,0,3203,,,12.33,N,N,10.370,0.20
15698 (1986 QO2),3.131,0.1665,1.86,120.70,200.35,2.610,3.65,5.54,13211,0,2058,,,13.73,N,N,11.076,0.25
15707 (1988 RN4),2.586,0.2573,11.19,336.63,279.26,1.920,3.25,4.16,14549,0,2313,,,13.95,N,N,11.44,1.20
15712 (1989 RN2),3.181,0.2058,11.23,349.01,320.55,2.527,3.84,5.67,12065,0,2445,,,13.10,N,N,16.99,1.10
15720 (1990 EN1),2.807,0.1515,7.44,230.67,350.15,2.382,3.23,4.7,12023,0,2429,,,13.80,N,N,10.919,0.14
15725 (1990 TX4),2.973,0.1496,8.24,212.38,90.42,2.528,3.42,5.13,24538,0,2185,,,13.71,N,N,12.380,1.92
15731 (1990 UW2),3.188,0.1146,7.10,82.35,240.57,2.823,3.55,5.69,11584,0,2248,,,13.38,N,N,12.342,0.23
15732 Vitusbering (1990 VZ5),3.167,0.0567,10.42,122.48,192.59,2.987,3.35,5.63,11680,0,2897,,,12.69,N,N,15.322,0.20
15735 Andakerkhoven (1990 WF2),3.174,0.0753,10.46,95.44,258.23,2.935,3.41,5.65,12444,0,2364,,,13.18,N,N,11.773,0.17
15747 (1991 RW23),2.792,0.0805,4.01,198.70,187.61,2.567,3.02,4.67,17257,0,2458,,,13.75,N,N,12.276,0.14
15748 (1991 RG25),2.8,0.2169,9.10,91.70,224.36,2.193,3.41,4.69,17039,0,2732,,,13.44,N,N,14.757,2.33
15751 (1991 VN4),3.005,0.1118,11.63,92.86,278.79,2.669,3.34,5.21,11404,0,2905,,,12.05,N,N,13.358,0.12
15752 Eluard (1992 BD2),3.151,0.2363,10.85,144.97,238.29,2.406,3.89,5.59,11084,0,2391,,,13.22,N,N,15.420,0.23
15753 (1992 DD10),3.241,0.1078,4.43,213.94,117.65,2.892,3.59,5.84,11073,0,2127,,,13.57,N,N,10.090,0.41
15763 Nagakubo (1992 UO5),2.728,0.0748,9.74,76.69,353.59,2.524,2.93,4.51,10893,0,2526,,,13.62,N,N,11.895,0.07
15766 Strahlenberg (1993 BD13),3.163,0.0480,5.12,298.29,70.82,3.011,3.31,5.63,11129,0,2769,,,12.86,N,N,14.365,0.17
15767 (1993 FN7),3.051,0.1620,6.34,141.50,217.63,2.557,3.55,5.33,10905,0,2450,,,13.50,N,N,12.074,0.18
15771 (1993 FS34),3.163,0.1903,2.18,53.86,293.34,2.561,3.76,5.62,11157,0,2250,,,13.58,N,N,10.075,0.31
15785 de Villegas (1993 QO3),3.141,0.0538,14.24,156.33,287.94,2.972,3.31,5.57,10754,0,2401,,,13.26,N,N,12.689,0.26
15789 (1993 SC),39.83,0.1876,5.15,354.50,319.22,32.358,47.30,251,9614,2,146,,,7.09,N,N,328,60.00
15804 Yenisei (1994 EY5),2.738,0.0509,6.27,116.58,297.38,2.599,2.88,4.53,10445,0,2657,,,13.72,N,N,10.198,0.10
15811 Nusslein-Volhard (1994 ND1),3.203,0.1658,9.61,225.49,75.45,2.672,3.73,5.73,24439,0,2464,,,12.97,N,N,15.520,0.13
15844 (1995 UQ5),3.047,0.1793,10.66,317.69,338.14,2.501,3.59,5.32,15839,0,2480,,,12.76,N,N,12.670,0.09
15848 (1995 YJ4),3.145,0.2997,25.98,132.04,281.15,2.203,4.09,5.58,9828,0,2534,,,12.47,N,N,18.044,0.21
15850 (1996 AE1),3.101,0.0549,15.08,291.01,267.87,2.931,3.27,5.46,12494,0,2143,,,13.32,N,N,11.355,0.14
15877 (1996 WZ1),3.22,0.1020,10.62,98.75,347.83,2.891,3.55,5.78,13373,0,2911,,,12.25,N,N,11.258,0.09
15878 (1996 XC3),3.176,0.1713,11.47,108.39,231.89,2.632,3.72,5.66,9416,0,2387,,,13.06,N,N,14.708,0.32
15913 Telemachus (1997 TZ27),5.192,0.0609,7.25,49.03,10.84,4.876,5.51,11.8,11232,0,1384,,,12.08,N,N,16.669,0.88
15917 Rosahavel (1997 UX7),2.791,0.1984,7.10,225.90,223.15,2.238,3.35,4.66,19221,0,2416,,,13.72,N,N,10.821,0.32
15923 (1997 VN3),2.585,0.1899,18.12,236.75,36.57,2.094,3.08,4.16,11669,0,2901,,,13.49,N,N,13.57,0.90
15929 Ericlinton (1997 WQ11),3.171,0.1169,1.49,53.42,166.20,2.801,3.54,5.65,16772,0,2471,,,13.55,N,N,10.801,0.26
15931 (1997 WK45),3.175,0.1844,2.08,71.35,14.67,2.590,3.76,5.66,25772,0,2459,,,13.26,N,N,10.466,0.11
15939 Fessenden (1997 YP8),3.177,0.1175,13.12,106.91,114.96,2.803,3.55,5.66,13056,0,3086,,,12.51,N,N,12.084,0.24
15941 Stevegauthier (1997 YX15),3.041,0.1154,14.42,294.23,355.89,2.691,3.39,5.3,15890,0,2166,,,13.08,N,N,14.887,0.13
15945 Raymondavid (1998 AZ5),3.149,0.1402,4.84,340.00,20.39,2.708,3.59,5.59,10747,0,1846,,,13.74,N,N,10.477,0.35
15948 (1998 BE),2.712,0.0677,6.53,39.52,288.87,2.528,2.90,4.47,14256,0,3470,,,13.50,N,N,12.438,2.64
15951 (1998 BB2),3.128,0.1267,17.70,102.02,160.61,2.732,3.52,5.53,12676,0,3049,,,12.28,N,N,16.329,0.12
15952 (1998 BM7),3.118,0.0607,12.86,127.18,125.23,2.929,3.31,5.51,13077,0,2829,,,13.08,N,N,12.391,0.21
15954 (1998 BG11),2.728,0.0297,6.43,106.74,179.03,2.647,2.81,4.51,25925,0,2674,,,13.72,N,N,11.620,1.94
15965 Robertcox (1998 DU7),2.997,0.0819,12.20,90.43,343.72,2.752,3.24,5.19,17753,0,2694,,,12.93,N,N,10.379,1.05
15966 (1998 DL13),3.137,0.1430,7.42,133.24,293.79,2.688,3.59,5.56,12437,0,2679,,,12.87,N,N,13.697,0.15
15967 Clairearmstrong (1998 DN20),2.638,0.2876,12.22,123.49,272.98,1.880,3.40,4.29,14795,0,2707,,,13.11,N,N,14.430,0.16
15968 Waltercugno (1998 DX35),3.215,0.1232,1.01,23.56,199.05,2.819,3.61,5.76,16910,0,2507,,,13.51,N,N,10.210,0.11
15974 (1998 FL103),3.049,0.1325,8.14,332.81,86.83,2.645,3.45,5.32,13589,0,2597,,,13.22,N,N,15.510,0.25
15975 (1998 FW108),3.198,0.1497,5.20,272.42,131.78,2.720,3.68,5.72,15971,0,1810,,,13.72,N,N,10.162,0.25
15977 (1998 MA11),5.174,0.0481,17.35,209.59,227.53,4.925,5.42,11.8,25166,0,3001,,,10.57,N,N,43.530,0.85
15979 (1998 QW34),2.77,0.2009,14.88,175.12,131.16,2.214,3.33,4.61,25698,0,2996,,,13.30,N,N,10.989,0.35
16009 (1999 CM8),2.536,0.1565,16.02,38.05,327.16,2.139,2.93,4.04,25195,0,3528,,,12.04,N,N,10.143,0.13
16015 Snell (1999 CK47),3.14,0.1350,1.95,73.76,186.94,2.716,3.56,5.56,11213,0,2011,,,13.93,N,N,15.65,1.40
16018 (1999 CJ67),2.542,0.0363,12.39,277.79,74.30,2.450,2.63,4.05,23775,0,3442,,,12.71,N,N,20.892,0.26
16029 (1999 DQ6),3.14,0.1680,15.15,175.60,346.13,2.613,3.67,5.56,26005,0,2961,,,12.33,N,N,20.707,0.09
16031 (1999 FJ10),3.207,0.1571,2.22,99.75,218.91,2.704,3.71,5.74,15995,0,2318,,,13.45,N,N,11.685,0.12
16035 Sasandford (1999 FX32),2.785,0.0896,9.54,128.58,164.54,2.536,3.03,4.65,13157,0,3360,,,12.83,N,N,21.532,0.15
16037 Sheehan (1999 GX8),3.223,0.0502,15.31,187.17,103.70,3.062,3.38,5.79,14677,0,2482,,,13.10,N,N,14.299,0.13
16038 (1999 GD18),3.023,0.0837,11.52,49.51,22.05,2.770,3.28,5.26,22677,0,2846,,,12.44,N,N,12.059,0.23
16039 Zeglin (1999 GH18),3.203,0.1260,1.80,48.79,175.60,2.799,3.61,5.73,9828,0,2145,,,13.73,N,N,11.547,0.14
16041 (1999 GM19),3.024,0.1131,10.48,31.89,339.93,2.682,3.37,5.26,17221,0,2888,,,12.18,N,N,13.812,0.30
16045 (1999 HU2),3.221,0.0882,17.42,108.87,166.45,2.937,3.51,5.78,16913,0,2590,,,12.78,N,N,14.130,0.15
16046 Gregnorman (1999 JK),3.07,0.1103,12.33,229.32,313.56,2.732,3.41,5.38,25715,0,2280,,,13.34,N,N,13.808,0.13
16050 (1999 JN35),3.101,0.1356,2.46,118.77,2.86,2.680,3.52,5.46,10770,0,2407,,,13.41,N,N,11.568,0.21
16054 (1999 JP55),3.154,0.1431,9.38,107.86,247.73,2.703,3.61,5.6,11151,0,2298,,,13.05,N,N,15.467,0.11
16057 (1999 JO75),2.679,0.1368,10.43,242.18,288.14,2.313,3.05,4.38,21927,0,2814,,,13.32,N,N,13.240,1.80
16059 Marybuda (1999 JV86),2.534,0.0339,7.84,103.51,286.42,2.448,2.62,4.03,9629,0,2653,,,13.95,N,N,10.866,0.07
16061 (1999 JQ117),3.1,0.1717,6.87,117.07,302.90,2.568,3.63,5.46,15240,0,2351,,,13.24,N,N,12.266,0.46
16066 Richardbressler (1999 RN39),3.033,0.0902,10.89,143.60,318.78,2.759,3.31,5.28,9807,0,2630,,,13.44,N,N,11.665,2.27
16067 (1999 RA47),2.993,0.0539,9.18,167.86,42.28,2.832,3.15,5.18,11757,0,2116,,,13.76,N,N,10.028,0.32
16070 Charops (1999 RB101),5.146,0.1269,16.24,300.87,354.22,4.493,5.80,11.7,24918,0,2519,,,9.82,N,N,63.191,1.01
16081 (1999 SR15),3.089,0.1340,7.49,255.07,15.77,2.675,3.50,5.43,16152,0,2965,,,12.97,N,N,13.588,0.07
16086 (1999 TF90),3.224,0.1196,1.39,145.71,19.53,2.838,3.61,5.79,18256,0,2498,,,13.49,N,N,11.212,0.32
16099 (1999 VQ24),5.189,0.0829,13.45,96.38,278.54,4.759,5.62,11.8,25988,0,2676,,,10.81,N,N,36.774,0.18
16115 (1999 XH25),3.239,0.1336,2.67,117.47,339.32,2.806,3.67,5.83,14645,0,2648,,,13.35,N,N,12.529,0.15
16117 (1999 XS29),3.184,0.1510,6.94,197.77,187.11,2.703,3.67,5.68,16895,0,1644,,,13.99,N,N,10.084,0.12
16133 (1999 XC100),3.104,0.0191,8.68,90.28,175.91,3.044,3.16,5.47,26344,0,2971,,,12.82,N,N,25.982,7.69
16134 (1999 XE100),3.229,0.1630,8.52,80.93,353.64,2.703,3.76,5.8,10657,0,2235,,,13.09,N,N,13.624,0.11
16151 (1999 XF230),2.671,0.1454,11.67,16.61,222.01,2.283,3.06,4.37,14147,0,2192,,,13.82,N,N,10.258,0.05
16152 (1999 YN12),5.137,0.0967,3.45,64.15,348.27,4.640,5.63,11.6,12430,0,1625,,,12.06,N,N,16.177,0.65
16153 (2000 AB),3.185,0.1120,5.76,134.89,114.92,2.828,3.54,5.68,15453,0,2617,,,12.97,N,N,13.408,0.14
16156 (2000 AP39),3.159,0.1722,12.22,287.86,328.72,2.615,3.70,5.61,17723,0,2853,,,12.59,N,N,16.880,0.12
16159 (2000 AK62),3.14,0.0670,12.02,311.36,196.08,2.929,3.35,5.56,26641,0,2383,,,13.16,N,N,15.076,0.10
16162 (2000 AD68),3.022,0.1035,11.12,105.03,273.18,2.709,3.33,5.25,11397,0,3740,,,12.69,N,N,11.451,0.34
16179 (2000 AL134),3.135,0.1201,0.29,314.26,290.69,2.759,3.51,5.55,11071,0,1824,,,13.95,N,N,10.611,0.33
16181 (2000 AC137),3.173,0.1367,5.13,16.61,206.15,2.739,3.61,5.65,16784,0,2258,,,13.38,N,N,10.630,0.22
16183 (2000 AX138),3.158,0.1926,6.65,108.64,190.83,2.549,3.77,5.61,11644,0,2654,,,13.44,N,N,12.098,0.06
16194 Roderick (2000 AJ231),3.163,0.1105,13.02,163.77,36.57,2.814,3.51,5.63,11938,0,2925,,,12.85,N,N,19.461,0.25
16195 (2000 AQ236),3.155,0.0617,15.13,302.81,152.35,2.960,3.35,5.6,11497,0,2169,,,13.43,N,N,11.983,0.23
16200 (2000 BT28),3.185,0.1109,5.96,130.87,157.81,2.832,3.54,5.68,11553,0,2406,,,13.33,N,N,12.646,0.36
16208 (2000 CL52),3.102,0.1652,2.73,250.59,34.49,2.590,3.61,5.46,14784,0,2297,,,13.43,N,N,11.940,0.27
16213 (2000 CG85),3.236,0.0785,15.87,336.83,58.05,2.982,3.49,5.82,14507,0,2347,,,13.09,N,N,20.131,5.44
16216 (2000 DR4),2.671,0.0988,9.38,5.78,238.58,2.407,2.93,4.36,15269,0,2895,,,13.33,N,N,15.275,0.14
16218 Mintakeyes (2000 DV14),3.163,0.0940,2.67,79.70,115.25,2.866,3.46,5.62,11017,0,1903,,,13.79,N,N,10.479,0.41
16228 (2000 EC39),3.127,0.1616,0.38,34.54,299.50,2.622,3.63,5.53,15224,0,1895,,,13.93,N,N,10.450,0.25
16232 Chijagerbs (2000 ED152),3.952,0.1129,7.93,251.21,253.84,3.506,4.40,7.86,10045,0,1749,,,12.87,N,N,15.291,0.43
16235 (2000 FF46),2.783,0.2228,9.19,74.74,325.12,2.163,3.40,4.64,13907,0,2208,,,13.63,N,N,11.940,0.25
16240 (2000 GJ115),3.173,0.0654,4.87,301.36,211.62,2.966,3.38,5.65,11455,0,2365,,,13.39,N,N,11.801,0.13
16243 Rosenbauer (2000 GO147),3.159,0.1949,17.58,293.03,85.31,2.543,3.77,5.61,15245,0,2055,,,13.10,N,N,13.505,0.16
16257 (2000 JY6),2.776,0.1131,19.95,129.39,130.63,2.462,3.09,4.62,10104,0,3156,,,12.63,N,N,18.468,0.12
16272 (2000 JS55),3.109,0.2016,17.23,69.65,3.65,2.482,3.74,5.48,29124,0,2701,,,12.57,N,N,16.063,0.12
16277 Mallada (2000 JW74),2.755,0.0765,8.48,93.08,330.66,2.544,2.97,4.57,15532,0,2632,,,13.65,N,N,13.297,0.10
16278 (2000 JM77),3.177,0.1906,0.98,42.32,22.29,2.571,3.78,5.66,15572,0,2412,,,13.39,N,N,10.927,0.14
16279 (2000 KJ23),3.084,0.1195,2.39,77.09,159.14,2.716,3.45,5.42,16269,0,3022,,,13.15,N,N,11.765,0.23
16285 (3047 P-L),3.046,0.1684,13.35,332.73,256.25,2.533,3.56,5.32,24856,0,2242,,,13.28,N,N,12.437,0.21
16300 (6569 P-L),3.232,0.1265,2.71,133.21,155.52,2.823,3.64,5.81,22582,0,2055,,,13.64,N,N,10.435,0.16
16314 (1248 T-1),3.12,0.1041,4.03,235.11,281.64,2.795,3.45,5.51,18811,0,2218,,,13.61,N,N,11.309,0.18
16331 (4101 T-2),3.168,0.1294,1.85,87.28,174.96,2.758,3.58,5.64,17846,0,2286,,,13.55,N,N,11.751,0.24
16332 (4117 T-2),3.143,0.1353,2.18,130.43,173.57,2.718,3.57,5.57,17926,0,2813,,,13.29,N,N,13.978,0.19
16346 (2682 T-3),3.076,0.0941,21.89,201.46,93.26,2.787,3.37,5.4,16547,0,2440,,,13.20,N,N,14.737,1.96
16356 Univbalttech (1976 GV2),3.155,0.1203,2.78,143.10,40.19,2.776,3.54,5.6,17036,0,3275,,,12.85,N,N,14.875,0.15
16368 Citta di Alba (1981 DF),3.157,0.1049,12.88,331.42,146.82,2.826,3.49,5.61,15151,0,2366,,,12.90,N,N,17.203,0.22
16369 (1981 DJ),3.201,0.0529,8.86,230.70,330.30,3.031,3.37,5.73,25302,0,1825,,,13.70,N,N,10.849,0.20
16375 (1981 EM10),3.17,0.0839,8.76,334.87,21.75,2.904,3.44,5.64,15119,0,1782,,,13.44,N,N,12.116,0.28
16408 (1986 AB),2.738,0.1985,13.71,310.52,55.43,2.195,3.28,4.53,16413,0,2559,,,12.85,N,N,13.972,0.18
16413 Abulghazi (1987 BA2),2.962,0.0922,12.11,258.18,268.97,2.689,3.23,5.1,15417,0,2865,,,12.45,N,N,11.240,0.21
16415 (1987 QE7),2.623,0.1873,11.86,190.96,180.25,2.132,3.11,4.25,12940,0,2805,,,13.91,N,N,10.955,0.13
16428 (1988 RD12),5.213,0.0705,3.98,340.00,345.58,4.846,5.58,11.9,18699,0,1553,,,11.77,N,N,22.468,0.97
16433 (1988 VX2),3.155,0.0942,14.23,222.65,81.54,2.858,3.45,5.6,24977,0,3214,,,12.69,N,N,15.816,0.14
16438 Knofel (1989 AU6),2.733,0.0560,4.60,310.74,117.93,2.580,2.89,4.52,12757,0,2059,,,14.28,N,N,10.651,1.33
16445 Klimt (1989 GN3),3.18,0.2004,12.16,185.91,308.66,2.543,3.82,5.67,14524,0,2558,,,13.14,N,N,19.503,2.03
16446 (1989 MH),2.993,0.2256,11.52,85.31,160.51,2.318,3.67,5.18,12279,0,3332,,,12.50,N,N,11.019,0.19
16447 Vauban (1989 RX),2.692,0.1970,7.19,236.81,132.45,2.162,3.22,4.42,24977,0,3074,,,13.14,N,N,12.594,0.15
16449 Kigoyama (1989 SO),3.179,0.1728,4.88,253.96,150.24,2.629,3.73,5.67,26255,0,2408,,,12.86,N,N,16.186,0.39
16450 Messerschmidt (1989 SY2),3.21,0.0922,5.88,127.13,138.88,2.914,3.51,5.75,14229,0,2771,,,13.09,N,N,13.943,0.17
16454 (1989 TT2),3.113,0.1757,6.30,125.24,232.52,2.566,3.66,5.49,12171,0,2388,,,13.41,N,N,15.725,2.30
16457 (1989 VF),3.023,0.0615,10.37,35.44,68.16,2.837,3.21,5.26,25612,0,2733,,,12.95,N,N,10.947,1.54
16458 (1989 WZ2),3.146,0.1284,13.67,23.94,350.20,2.742,3.55,5.58,12087,0,2394,,,13.19,N,N,13.492,0.15
16461 (1990 BO),3.187,0.1000,15.66,304.65,82.89,2.869,3.51,5.69,12547,0,2923,,,12.05,N,N,27.713,0.10
16466 Piyashiriyama (1990 FJ2),2.68,0.1167,11.98,210.62,294.48,2.367,2.99,4.39,26688,0,3381,,,12.85,N,N,10.357,2.62
16467 (1990 FD3),3.142,0.0437,15.73,158.11,87.09,3.004,3.28,5.57,13276,0,3360,,,12.51,N,N,21.886,3.44
